"","posture_change","date","R.deaths","R.deaths.q2.5","R.deaths.q97.5","R.cases","R.cases.q2.5","R.cases.q97.5"
"2166","On_Premises_to_Online_Only","2020-11-11",2.64242234021081,0.969722427701006,5.13877689323345,2.22985246621899,2.03299456963543,2.43567719367786
"2167","On_Premises_to_Online_Only","2020-11-12",2.15918015919606,0.701079920453706,4.42268701331575,2.2483052421113,2.05609200852399,2.448984417301
"2168","On_Premises_to_Online_Only","2020-11-13",2.1071756212802,0.684194188547548,4.31616519599802,2.26399277628545,2.07653117295977,2.4594397059254
"2169","On_Premises_to_Online_Only","2020-11-14",2.04746846861439,0.664807438598414,4.19386597628146,2.26846531029931,2.08619233381436,2.45826302539459
"2170","On_Premises_to_Online_Only","2020-11-15",2.77475180005735,1.11559413474566,5.17668557882656,2.24422797312234,2.06822417206947,2.42731634835195
"2171","On_Premises_to_Online_Only","2020-11-16",3.44312349673878,1.57441531215889,6.0305119097319,2.1996587381012,2.03056594010287,2.37541769107775
"2172","On_Premises_to_Online_Only","2020-11-17",3.68460163664367,1.76690970381121,6.29506947588345,2.16872215208402,2.00579473450126,2.33792097717879
"2173","On_Premises_to_Online_Only","2020-11-18",3.54439332383022,1.69967436797427,6.05552632921616,2.11244666593586,1.95640996260574,2.27438483764547
"2174","On_Premises_to_Online_Only","2020-11-19",3.4075880992211,1.63407094520802,5.82179729185875,2.05662856788721,1.90718046790083,2.21163370610213
"2175","On_Premises_to_Online_Only","2020-11-20",2.94775552690168,1.34790153256216,5.16289201615799,2.04652914136354,1.90171396249365,2.19658266528101
"2176","On_Premises_to_Online_Only","2020-11-21",3.462108483252,1.72827208093707,5.78812796937222,2.02025782645759,1.88041988537566,2.16503973474341
"2177","On_Premises_to_Online_Only","2020-11-22",3.0230232869645,1.44965716984547,5.16477586868516,1.98798971166028,1.85309615900939,2.12755513095918
"2178","On_Premises_to_Online_Only","2020-11-23",3.48147233876946,1.79892756045657,5.71020605455466,1.93224115369701,1.80285357896259,2.06604894317161
"2179","On_Premises_to_Online_Only","2020-11-24",3.61548742519489,1.92509478377082,5.82971901183361,1.87044495101452,1.74651208883235,1.99856563070959
"2180","On_Premises_to_Online_Only","2020-11-25",3.46099152010932,1.84283222107414,5.58060523844545,1.79588960152702,1.67758190600019,1.91817122038014
"2181","On_Premises_to_Online_Only","2020-11-26",3.30796425453918,1.76135164706608,5.33385954291172,1.72532024267817,1.61224424904701,1.84217428545101
"2182","On_Premises_to_Online_Only","2020-11-27",3.64223754414693,2.03853270469559,5.70365199651575,1.66285856129603,1.55449029804232,1.77482648604802
"2183","On_Premises_to_Online_Only","2020-11-28",3.70135971331783,2.11564688604953,5.72327808934894,1.58814684216676,1.48464753135145,1.6950840828063
"2184","On_Premises_to_Online_Only","2020-11-29",3.74105786768301,2.1793040702226,5.71787632872612,1.52422100027323,1.42499915443113,1.62673486891351
"2185","On_Premises_to_Online_Only","2020-11-30",3.34475257925799,1.91181509688239,5.17186943011309,1.48526192578698,1.38927310705001,1.58441177038343
"2186","On_Premises_to_Online_Only","2020-12-01",3.76834403812782,2.2687892759183,5.64215514748571,1.42848724587473,1.3361165915741,1.52390151418064
"2187","On_Premises_to_Online_Only","2020-12-02",3.75918337864523,2.29620686851722,5.57690897882606,1.40244520231864,1.31250154613354,1.49532740807657
"2188","On_Premises_to_Online_Only","2020-12-03",3.73700519985755,2.3132651181982,5.49666803987905,1.36204533357531,1.27483485837687,1.45210026949412
"2189","On_Premises_to_Online_Only","2020-12-04",3.70340822731377,2.32090621915079,5.40373228666242,1.29978925617579,1.2158797364452,1.38645886546623
"2190","On_Premises_to_Online_Only","2020-12-05",3.34163048382599,2.06852193741584,4.91512119978641,1.27988796332914,1.19775963987791,1.36470101122528
"2191","On_Premises_to_Online_Only","2020-12-06",3.45744796043444,2.19172542357866,5.00702568569031,1.26581720615699,1.18516072259147,1.34909121886068
