,schnam,leaid,gslo,gshi,openEnroll,level,MultiBdy,COUNTY,ENROLLMENT_x,DistrictName,PhysicalCity,Enrollment_1_x,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate,Enrollment_1_y,ENROLLMENT_y,district_enroll,county_enroll
1799,Northridge High School,3904873,7,12,0.0,3,0,MONTGOMERY,652.0,Northridge Local Schools,Dayton,1664.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-10-08,9/9/20,Required for all staff,Required for all students,10/8/20,1664.0,1579.0,1664.0,59298.0
1800,Timberlane Learning Center,3904873,PK,KG,0.0,1,0,MONTGOMERY,188.0,Northridge Local Schools,Dayton,1664.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-10-08,9/9/20,Required for all staff,Required for all students,10/8/20,1664.0,1579.0,1664.0,59298.0
1801,W. S. Stinson Elementary School,3904990,3,5,0.0,1,0,STARK,411.0,Northwest Local School District,Canal Fulton,1847.0,8/24/20,Online Only,Hybrid,Required for all staff,Required for all students,2021-01-11,8/26/20,Required for all staff,Required for all students,9/11/20,1847.0,1812.0,1847.0,59856.0
1802,Northwest Primary School,3904990,PK,2,0.0,1,0,STARK,365.0,Northwest Local School District,Canal Fulton,1847.0,8/24/20,Online Only,Hybrid,Required for all staff,Required for all students,2021-01-11,8/26/20,Required for all staff,Required for all students,9/11/20,1847.0,1812.0,1847.0,59856.0
1803,Northwest High School,3904990,9,12,0.0,3,0,STARK,585.0,Northwest Local School District,Canal Fulton,1847.0,8/24/20,Online Only,Hybrid,Required for all staff,Required for all students,2021-01-11,8/26/20,Required for all staff,Required for all students,9/11/20,1847.0,1812.0,1847.0,59856.0
1804,Northwest Middle School,3904990,6,8,0.0,2,0,STARK,451.0,Northwest Local School District,Canal Fulton,1847.0,8/24/20,Online Only,Hybrid,Required for all staff,Required for all students,2021-01-11,8/26/20,Required for all staff,Required for all students,9/11/20,1847.0,1812.0,1847.0,59856.0
1805,Colerain Elementary School,3904736,KG,5,0.0,1,0,HAMILTON,949.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1806,Colerain High School,3904736,9,12,0.0,3,0,HAMILTON,1839.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1807,Colerain Middle School,3904736,6,8,0.0,2,0,HAMILTON,577.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1808,Monfort Heights Elementary School,3904736,KG,5,0.0,1,0,HAMILTON,688.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1809,Northwest High School,3904736,9,12,0.0,3,0,HAMILTON,885.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1810,Pleasant Run Elementary School,3904736,4,5,0.0,2,0,HAMILTON,503.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1811,Pleasant Run Middle School,3904736,6,8,0.0,2,0,HAMILTON,729.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1812,Struble Elementary School,3904736,KG,3,0.0,1,0,HAMILTON,413.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1813,Taylor Elementary School,3904736,KG,3,0.0,1,0,HAMILTON,568.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1814,Weigel Elementary School,3904736,3,5,0.0,1,0,HAMILTON,468.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1815,White Oak Middle School,3904736,6,8,0.0,2,0,HAMILTON,744.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1816,Welch Elementary School,3904736,KG,3,0.0,1,0,HAMILTON,370.0,Northwest Local School District,Cincinnati,9361.0,8/27/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-29,9/2/20,Required for all staff,Required for all students,9/11/20,9361.0,8733.0,9361.0,92949.0
1817,Northwest Middle School,3904963,6,8,0.0,2,0,SCIOTO,351.0,Northwest Local Schools,Mc Dermott,1600.0,8/17/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-09-08,8/18/20,Required for all staff,Required for all students,9/8/20,1600.0,1412.0,1600.0,11926.0
1818,Northwest Elementary School,3904963,PK,5,0.0,1,0,SCIOTO,693.0,Northwest Local Schools,Mc Dermott,1600.0,8/17/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-09-08,8/18/20,Required for all staff,Required for all students,9/8/20,1600.0,1412.0,1600.0,11926.0
1819,Northwest High School,3904963,9,12,0.0,3,0,SCIOTO,368.0,Northwest Local Schools,Mc Dermott,1600.0,8/17/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-09-08,8/18/20,Required for all staff,Required for all students,9/8/20,1600.0,1412.0,1600.0,11926.0
1820,Northwestern Elementary School,3904626,PK,6,0.0,1,0,CLARK,940.0,Northwestern Local School District,Springfield,1800.0,8/19/20,On Premises,Other,Required for all staff,Required for all students,2021-01-20,8/26/20,Required for All Staff,Required for all students,9/1/20,1800.0,1777.0,1800.0,17475.0
1821,Northwestern Junior/Senior High School,3904626,7,12,0.0,3,0,CLARK,837.0,Northwestern Local School District,Springfield,1800.0,8/19/20,On Premises,Other,Required for all staff,Required for all students,2021-01-20,8/26/20,Required for All Staff,Required for all students,9/1/20,1800.0,1777.0,1800.0,17475.0
1822,Northwestern Middle School,3910033,6,8,0.0,2,0,WAYNE,304.0,Northwestern Local School District,West Salem,1479.0,8/31/20,Other,Other,Required for all staff,Required for all students,2020-12-29,9/2/20,Required for All Staff,Required for all students,9/1/20,1479.0,1341.0,1479.0,14429.0
1823,Northwestern High School,3910033,9,12,0.0,3,0,WAYNE,414.0,Northwestern Local School District,West Salem,1479.0,8/31/20,Other,Other,Required for all staff,Required for all students,2020-12-29,9/2/20,Required for All Staff,Required for all students,9/1/20,1479.0,1341.0,1479.0,14429.0
1824,Northwestern Elementary School,3910033,KG,5,0.0,1,0,WAYNE,623.0,Northwestern Local School District,West Salem,1479.0,8/31/20,Other,Other,Required for all staff,Required for all students,2020-12-29,9/2/20,Required for All Staff,Required for all students,9/1/20,1479.0,1341.0,1479.0,14429.0
1825,Northwood High School,3905071,7,12,0.0,3,0,WOOD,423.0,Northwood Local School District,Northwood,1005.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-13,8/26/20,Required for all staff,Required for all students,10/13/20,1005.0,934.0,1005.0,20781.0
1826,Northwood Elementary School,3905071,PK,6,0.0,1,0,WOOD,511.0,Northwood Local School District,Northwood,1005.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-13,8/26/20,Required for all staff,Required for all students,10/13/20,1005.0,934.0,1005.0,20781.0
1827,Grill Elementary School,3904455,PK,4,0.0,1,0,SUMMIT,,Norton City Schools,Norton,2625.0,,Pending,,Pending,Pending,,,,,,2625.0,2588.0,2625.0,66890.0
1828,Norton Cornerstone Elementary School,3904455,KG,4,0.0,1,0,SUMMIT,695.0,Norton City Schools,Norton,2625.0,,Pending,,Pending,Pending,,,,,,2625.0,2588.0,2625.0,66890.0
1829,Norton High School,3904455,9,12,0.0,3,0,SUMMIT,870.0,Norton City Schools,Norton,2625.0,,Pending,,Pending,Pending,,,,,,2625.0,2588.0,2625.0,66890.0
1830,Norton Middle/Intermediate School,3904455,5,8,0.0,2,0,SUMMIT,783.0,Norton City Schools,Norton,2625.0,,Pending,,Pending,Pending,,,,,,2625.0,2588.0,2625.0,66890.0
1831,Norton Primary Elementary School,3904455,KG,4,0.0,1,0,SUMMIT,240.0,Norton City Schools,Norton,2625.0,,Pending,,Pending,Pending,,,,,,2625.0,2588.0,2625.0,66890.0
1832,League Elementary School,3904456,3,4,0.0,1,0,HURON,231.0,Norwalk City School District,Norwalk,2646.0,8/31/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-13,9/2/20,Required for all staff,Required for all students,10/2/20,2646.0,2751.0,2751.0,10312.0
1833,Maplehurst Elementary School,3904456,PK,1,0.0,1,0,HURON,451.0,Norwalk City School District,Norwalk,2646.0,8/31/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-13,9/2/20,Required for all staff,Required for all students,10/2/20,2646.0,2751.0,2751.0,10312.0
1834,Norwalk Middle School,3904456,7,8,0.0,2,0,HURON,419.0,Norwalk City School District,Norwalk,2646.0,8/31/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-13,9/2/20,Required for all staff,Required for all students,10/2/20,2646.0,2751.0,2751.0,10312.0
