,schnam,leaid,gslo,gshi,openEnroll,level,MultiBdy,COUNTY,ENROLLMENT_x,DistrictName,PhysicalCity,Enrollment_1_x,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate,Enrollment_1_y,ENROLLMENT_y,district_enroll,county_enroll
568,Indian Springs Elementary School,3904380,KG,5,0.0,1,0,FRANKLIN,396.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
569,Indianola Informal K-8 School,3904380,KG,8,0.0,1,0,FRANKLIN,703.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
570,Innis Elementary School,3904380,KG,5,0.0,1,0,FRANKLIN,362.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
571,Johnson Park Middle School,3904380,6,8,0.0,2,0,FRANKLIN,371.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
572,Leawood Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,304.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
573,Lincoln Park Elementary School,3904380,PK,6,0.0,1,0,FRANKLIN,364.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
574,Linden STEM Academy (K-6),3904380,PK,6,0.0,1,0,FRANKLIN,403.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
575,Linden-Mckinley STEM Academy,3904380,7,12,0.0,3,0,FRANKLIN,665.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
576,Livingston Elementary School,3904380,PK,6,0.0,1,0,FRANKLIN,440.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
577,Maize Road Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,288.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
578,Marion-Franklin High School,3904380,9,12,0.0,3,0,FRANKLIN,493.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
579,Columbus Alternative High School,3904380,9,12,0.0,3,0,FRANKLIN,822.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
580,Medina Middle School,3904380,6,8,0.0,2,0,FRANKLIN,400.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
581,Mifflin High School,3904380,9,12,0.0,3,0,FRANKLIN,910.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
582,Mifflin Alternative Middle School,3904380,6,8,0.0,2,0,FRANKLIN,475.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
583,Columbus Africentric Early College Elementary School,3904380,KG,5,0.0,1,0,FRANKLIN,511.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
584,Moler Elementary School,3904380,PK,6,0.0,1,0,FRANKLIN,433.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
585,North Linden Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,417.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
586,Northland High School,3904380,9,12,0.0,3,0,FRANKLIN,1001.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
587,Northtowne Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,321.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
588,Oakland Park Alternative Elementary,3904380,PK,5,0.0,1,0,FRANKLIN,338.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
589,Ohio Avenue Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,315.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
590,Olde Orchard Alt Elementary School,3904380,KG,5,0.0,1,0,FRANKLIN,545.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
591,Parkmoor Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,325.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
592,Ridgeview Middle School,3904380,6,8,0.0,2,0,FRANKLIN,573.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
593,Salem Elementary School,3904380,KG,5,0.0,1,0,FRANKLIN,342.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
594,Scottwood Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,492.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
595,Shady Lane Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,452.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
596,Sherwood Middle School,3904380,6,8,0.0,2,0,FRANKLIN,531.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
597,Siebert Elementary School,3904380,PK,6,0.0,1,0,FRANKLIN,363.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
598,South High School,3904380,7,12,0.0,3,0,FRANKLIN,973.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
599,South Mifflin STEM Academy (K-6),3904380,PK,6,0.0,1,0,FRANKLIN,353.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
600,Southwood Elementary School,3904380,PK,6,0.0,1,0,FRANKLIN,350.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
601,Stewart Alternative Elementary School,3904380,PK,6,0.0,1,0,FRANKLIN,340.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
602,Sullivant Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,313.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
603,Trevitt Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,248.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
604,Walnut Ridge High School,3904380,9,12,0.0,3,0,FRANKLIN,805.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
605,Wedgewood Middle School,3904380,6,8,0.0,2,0,FRANKLIN,512.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
606,Weinland Park Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,379.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
607,West High School,3904380,9,12,0.0,3,0,FRANKLIN,891.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
608,West Broad Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,523.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
609,West Mound Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,440.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
610,Westgate Alternative Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,348.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
611,Westmoor Middle School,3904380,6,8,0.0,2,0,FRANKLIN,498.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
612,Whetstone High School,3904380,9,12,0.0,3,0,FRANKLIN,934.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
613,Windsor STEM Academy (K-6),3904380,PK,6,0.0,1,0,FRANKLIN,416.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
614,Winterset Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,295.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
615,Woodward Park Middle School,3904380,6,8,0.0,2,0,FRANKLIN,866.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
616,Yorktown Middle School,3904380,6,8,0.0,2,0,FRANKLIN,377.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
617,Eastmoor Academy,3904380,9,12,0.0,3,0,FRANKLIN,770.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
618,Fort Hayes Arts and Academic HS,3904380,9,12,0.0,3,0,FRANKLIN,733.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
619,Eakin Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,291.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
620,Forest Park Elementary School,3904380,KG,5,0.0,1,0,FRANKLIN,448.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
621,Ecole Kenwood Alternative K-6 @ NGC,3904380,KG,6,0.0,1,0,FRANKLIN,367.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
622,Oakmont  Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,382.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
623,Gables Elementary School,3904380,KG,5,0.0,1,0,FRANKLIN,417.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
624,Lindbergh Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,323.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
625,Valley Forge Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,347.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
626,Liberty Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,549.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
627,Woodcrest Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,374.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
628,Columbus Africentric Early College,3904380,6,12,0.0,4,0,FRANKLIN,362.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
629,Eastgate Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,311.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
630,Parsons Elementary School,3904380,PK,5,0.0,1,0,FRANKLIN,469.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
631,Columbus City Preparatory School for Boys,3904380,6,8,0.0,2,0,FRANKLIN,179.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
632,Columbus North International School (7-12),3904380,7,12,0.0,3,0,FRANKLIN,587.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
633,Columbus City Preparatory School for Girls,3904380,6,8,0.0,2,0,FRANKLIN,316.0,Columbus City Schools,Columbus,56583.0,9/8/20,Online Only,Online Only,Pending,Pending,2021-01-15,9/9/20,Pending,Pending,10/1/20,56583.0,49303.0,56583.0,177683.0
634,Columbus Grove Elementary School,3904931,KG,4,0.0,1,0,PUTNAM,302.0,Columbus Grove Local Schools,Columbus Grove,800.0,8/26/20,Hybrid,On Premises,Required for all staff,Required for all students,2020-10-20,8/26/20,Pending,Pending,8/28/20,800.0,837.0,837.0,4448.0
635,Columbus Grove High School,3904931,9,12,0.0,3,0,PUTNAM,272.0,Columbus Grove Local Schools,Columbus Grove,800.0,8/26/20,Hybrid,On Premises,Required for all staff,Required for all students,2020-10-20,8/26/20,Pending,Pending,8/28/20,800.0,837.0,837.0,4448.0
636,Columbus Grove Middle School,3904931,5,8,0.0,2,0,PUTNAM,263.0,Columbus Grove Local Schools,Columbus Grove,800.0,8/26/20,Hybrid,On Premises,Required for all staff,Required for all students,2020-10-20,8/26/20,Pending,Pending,8/28/20,800.0,837.0,837.0,4448.0
637,Conneaut High School,3904381,9,12,0.0,3,0,ASHTABULA,414.0,Conneaut Area City School District,Conneaut,1620.0,9/8/20,Hybrid,Hybrid,Unknown,Unknown,2020-10-28,9/9/20,Unknown,Unknown,10/28/20,1620.0,1618.0,1620.0,12031.0
638,Conneaut Middle School,3904381,6,8,0.0,2,0,ASHTABULA,353.0,Conneaut Area City School District,Conneaut,1620.0,9/8/20,Hybrid,Hybrid,Unknown,Unknown,2020-10-28,9/9/20,Unknown,Unknown,10/28/20,1620.0,1618.0,1620.0,12031.0
639,Gateway Elementary School,3904381,3,5,0.0,1,0,ASHTABULA,397.0,Conneaut Area City School District,Conneaut,1620.0,9/8/20,Hybrid,Hybrid,Unknown,Unknown,2020-10-28,9/9/20,Unknown,Unknown,10/28/20,1620.0,1618.0,1620.0,12031.0
640,Lakeshore Primary Elementary School,3904381,PK,2,0.0,1,0,ASHTABULA,454.0,Conneaut Area City School District,Conneaut,1620.0,9/8/20,Hybrid,Hybrid,Unknown,Unknown,2020-10-28,9/9/20,Unknown,Unknown,10/28/20,1620.0,1618.0,1620.0,12031.0
641,Conotton Valley Elementary,3904754,1,4,0.0,1,0,CARROLL,208.0,Conotton Valley Local School District,Sherrodsville,515.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-05,8/26/20,Required for all staff,Required for all students,9/10/20,515.0,413.0,515.0,3156.0
642,Conotton Valley High School,3904754,5,12,0.0,4,0,CARROLL,205.0,Conotton Valley Local School District,Sherrodsville,515.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-05,8/26/20,Required for all staff,Required for all students,9/10/20,515.0,413.0,515.0,3156.0
643,Continental Local Elementary School,3904932,KG,6,0.0,1,0,PUTNAM,263.0,Continental Local School District,Continental,459.0,8/28/20,On Premises,On Premises,Required for all staff,Required for all students,2020-09-30,9/2/20,Required for all staff,Required for all students,9/22/20,459.0,450.0,459.0,4448.0
644,Continental Local High School,3904932,7,12,0.0,3,0,PUTNAM,187.0,Continental Local School District,Continental,459.0,8/28/20,On Premises,On Premises,Required for all staff,Required for all students,2020-09-30,9/2/20,Required for all staff,Required for all students,9/22/20,459.0,450.0,459.0,4448.0
645,Arrowhead Primary Elementary School,3904998,KG,4,0.0,1,0,SUMMIT,345.0,Copley-Fairlawn City School District,Copley,3360.0,8/31/20,Hybrid,Online Only,Required for all staff,Required for all students,2020-10-15,9/2/20,Pending,Pending,8/26/20,3360.0,2827.0,3360.0,66890.0
646,Copley High School,3904998,9,12,0.0,3,0,SUMMIT,1031.0,Copley-Fairlawn City School District,Copley,3360.0,8/31/20,Hybrid,Online Only,Required for all staff,Required for all students,2020-10-15,9/2/20,Pending,Pending,8/26/20,3360.0,2827.0,3360.0,66890.0
647,Copley-Fairlawn Middle School,3904998,5,8,0.0,2,0,SUMMIT,866.0,Copley-Fairlawn City School District,Copley,3360.0,8/31/20,Hybrid,Online Only,Required for all staff,Required for all students,2020-10-15,9/2/20,Pending,Pending,8/26/20,3360.0,2827.0,3360.0,66890.0
648,Fort Island Primary Elementary School,3904998,KG,4,0.0,1,0,SUMMIT,338.0,Copley-Fairlawn City School District,Copley,3360.0,8/31/20,Hybrid,Online Only,Required for all staff,Required for all students,2020-10-15,9/2/20,Pending,Pending,8/26/20,3360.0,2827.0,3360.0,66890.0
649,Herberich Primary Elementary School,3904998,KG,5,0.0,1,0,SUMMIT,247.0,Copley-Fairlawn City School District,Copley,3360.0,8/31/20,Hybrid,Online Only,Required for all staff,Required for all students,2020-10-15,9/2/20,Pending,Pending,8/26/20,3360.0,2827.0,3360.0,66890.0
650,Cory-Rawson High School,3904743,7,12,0.0,3,0,HANCOCK,257.0,Cory-Rawson Local School District,Rawson,572.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,9/23/20,572.0,554.0,572.0,13232.0
651,Cory-Rawson Elementary School,3904743,KG,6,0.0,1,0,HANCOCK,297.0,Cory-Rawson Local School District,Rawson,572.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,9/23/20,572.0,554.0,572.0,13232.0
652,Coshocton High School,3904382,7,12,0.0,3,0,COSHOCTON,625.0,Coshocton City Schools,Coshocton,1770.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/9/20,Required for all staff,Required for all students,10/8/20,1770.0,1514.0,1770.0,5149.0
653,Coshocton Elementary,3904382,PK,6,0.0,1,0,COSHOCTON,889.0,Coshocton City Schools,Coshocton,1770.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/9/20,Required for all staff,Required for all students,10/8/20,1770.0,1514.0,1770.0,5149.0
654,Coventry High School,3904999,9,12,0.0,3,0,SUMMIT,679.0,Coventry Local School District,Coventry Township,1881.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/9/20,Required for all staff,Required for all students,9/11/20,1881.0,1947.0,1947.0,66890.0
655,Coventry Middle School,3904999,5,8,0.0,2,0,SUMMIT,665.0,Coventry Local School District,Coventry Township,1881.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/9/20,Required for all staff,Required for all students,9/11/20,1881.0,1947.0,1947.0,66890.0
656,Turkeyfoot Elementary School,3904999,KG,4,0.0,1,0,SUMMIT,603.0,Coventry Local School District,Coventry Township,1881.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/9/20,Required for all staff,Required for all students,9/11/20,1881.0,1947.0,1947.0,66890.0
657,Covington Elementary School,3904533,KG,5,0.0,1,0,MIAMI,417.0,Covington Exempted Village School Dist,Covington,805.0,8/25/20,Hybrid,On Premises,Required for all staff,Required for all students,2020-12-18,8/26/20,Required for all staff,Required for all students,10/15/20,805.0,834.0,834.0,12826.0
658,Covington High School,3904533,9,12,0.0,3,0,MIAMI,288.0,Covington Exempted Village School Dist,Covington,805.0,8/25/20,Hybrid,On Premises,Required for all staff,Required for all students,2020-12-18,8/26/20,Required for all staff,Required for all students,10/15/20,805.0,834.0,834.0,12826.0
659,Covington Middle School,3904533,6,8,0.0,2,0,MIAMI,129.0,Covington Exempted Village School Dist,Covington,805.0,8/25/20,Hybrid,On Premises,Required for all staff,Required for all students,2020-12-18,8/26/20,Required for all staff,Required for all students,10/15/20,805.0,834.0,834.0,12826.0
660,Crestline High School,3910008,6,12,0.0,4,0,CRAWFORD,289.0,Crestline Village School District,Crestline,625.0,8/24/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-11-11,8/26/20,Pending,Pending,8/26/20,625.0,560.0,625.0,6701.0
661,Crestline Elementary School,3910008,KG,5,0.0,1,0,CRAWFORD,271.0,Crestline Village School District,Crestline,625.0,8/24/20,Online Only,Hybrid,Required for all staff,Required for all students,2020-11-11,8/26/20,Pending,Pending,8/26/20,625.0,560.0,625.0,6701.0
662,Crestview High School,3904942,9,12,0.0,3,0,RICHLAND,343.0,Crestview Local School District,Ashland,1070.0,9/8/20,On Premises,Hybrid,Required for all staff,Unknown,2020-09-30,9/9/20,Required for all staff,Required for all students,9/29/20,1070.0,1064.0,1070.0,13960.0
663,Crestview Elementary School,3904942,KG,3,0.0,1,0,RICHLAND,282.0,Crestview Local School District,Ashland,1070.0,9/8/20,On Premises,Hybrid,Required for all staff,Unknown,2020-09-30,9/9/20,Required for all staff,Required for all students,9/29/20,1070.0,1064.0,1070.0,13960.0
664,Crestview Middle School,3904942,4,8,0.0,2,0,RICHLAND,439.0,Crestview Local School District,Ashland,1070.0,9/8/20,On Premises,Hybrid,Required for all staff,Unknown,2020-09-30,9/9/20,Required for all staff,Required for all students,9/29/20,1070.0,1064.0,1070.0,13960.0
665,Crestview High School,3904643,9,12,0.0,3,0,COLUMBIANA,380.0,Crestview Local School District,Columbiana,1295.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-16,8/26/20,Required for all staff,Required for all students,9/29/20,1295.0,1264.0,1295.0,17041.0
666,Crestview Elementary School,3904643,KG,4,0.0,1,0,COLUMBIANA,506.0,Crestview Local School District,Columbiana,1295.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-16,8/26/20,Required for all staff,Required for all students,9/29/20,1295.0,1264.0,1295.0,17041.0
667,Crestview Middle School,3904643,5,8,0.0,2,0,COLUMBIANA,378.0,Crestview Local School District,Columbiana,1295.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-16,8/26/20,Required for all staff,Required for all students,9/29/20,1295.0,1264.0,1295.0,17041.0
668,Crestview High School,3905035,9,12,0.0,3,0,VAN WERT,253.0,Crestview Local School District,Convoy,819.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-09-29,8/26/20,Required for all staff,Required for all students,9/29/20,819.0,832.0,832.0,4655.0
669,Crestview Elementary School,3905035,KG,5,0.0,1,0,VAN WERT,383.0,Crestview Local School District,Convoy,819.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-09-29,8/26/20,Required for all staff,Required for all students,9/29/20,819.0,832.0,832.0,4655.0
