SrcName,ncessch,schnam,leaid,gslo,gshi,STUSAB,openEnroll,level,MultiBdy,EXACT_CITY,COUNTY,LEVEL_,ENROLLMENT,SchoolYear,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment_1,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,District_nces,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate
NA,3.90E+11,South  Elementary School,3904788,KG,5,OH,0,1,0,MADISON,LAKE,ELEMENTARY,677,2020-2021,Madison Local School District,Public,Madison,OH,3421,8/24/20,Hybrid,On Premises,Required for all staff,Required for all students,1/15/21,3904788,8/26/20,Pending,Pending,8/29/20
NA,3.90E+11,Madison Middle School,3904788,6,8,OH,0,2,0,MADISON,LAKE,MIDDLE,737,2020-2021,Madison Local School District,Public,Madison,OH,3421,8/24/20,Hybrid,On Premises,Required for all staff,Required for all students,1/15/21,3904788,8/26/20,Pending,Pending,8/29/20
NA,3.90E+11,Eastview Elementary School,3904945,KG,4,OH,0,1,0,MANSFIELD,RICHLAND,ELEMENTARY,268,2020-2021,Madison Local School District,Public,Mansfield,OH,3045,8/26/20,Hybrid,On Premises,Required for all staff,Required for all students,1/14/21,3904945,8/26/20,Pending,Pending,8/29/20
NA,3.90E+11,Madison Middle School,3904945,5,8,OH,0,2,0,MANSFIELD,RICHLAND,MIDDLE,916,2020-2021,Madison Local School District,Public,Mansfield,OH,3045,8/26/20,Hybrid,On Premises,Required for all staff,Required for all students,1/14/21,3904945,8/26/20,Pending,Pending,8/29/20
NA,3.90E+11,Madison High School,3904945,9,12,OH,0,3,0,MANSFIELD,RICHLAND,HIGH,879,2020-2021,Madison Local School District,Public,Mansfield,OH,3045,8/26/20,Hybrid,On Premises,Required for all staff,Required for all students,1/14/21,3904945,8/26/20,Pending,Pending,8/29/20
NA,3.90E+11,Madison South Elementary School,3904945,PK,4,OH,0,1,0,MANSFIELD,RICHLAND,ELEMENTARY,552,2020-2021,Madison Local School District,Public,Mansfield,OH,3045,8/26/20,Hybrid,On Premises,Required for all staff,Required for all students,1/14/21,3904945,8/26/20,Pending,Pending,8/29/20
NA,3.90E+11,Mifflin Elementary School,3904945,KG,4,OH,0,1,0,MANSFIELD,RICHLAND,ELEMENTARY,289,2020-2021,Madison Local School District,Public,Mansfield,OH,3045,8/26/20,Hybrid,On Premises,Required for all staff,Required for all students,1/14/21,3904945,8/26/20,Pending,Pending,8/29/20
NA,3.90E+11,Madison Junior High,3904612,7,8,OH,0,2,0,MIDDLETOWN,BUTLER,MIDDLE,224,2020-2021,Madison Local Schools,Public,Middletown,OH,1577,8/17/20,On Premises,On Premises,Required for all staff,Required for all students,10/1/20,3904612,8/18/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Madison High School,3904612,9,12,OH,0,3,0,MIDDLETOWN,BUTLER,HIGH,408,2020-2021,Madison Local Schools,Public,Middletown,OH,1577,8/17/20,On Premises,On Premises,Required for all staff,Required for all students,10/1/20,3904612,8/18/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Madison Elementary School,3904612,PK,6,OH,0,1,0,MIDDLETOWN,BUTLER,ELEMENTARY,866,2020-2021,Madison Local Schools,Public,Middletown,OH,1577,8/17/20,On Premises,On Premises,Required for all staff,Required for all students,10/1/20,3904612,8/18/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Madison-Plains High School,3904827,9,12,OH,0,3,0,LONDON,MADISON,HIGH,326,2020-2021,Madison-Plains Local School District,Public,London,OH,1221,9/30/20,On Premises,Hybrid,Required for all staff,Required for all students,10/14/20,3904827,10/20/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Madison-Plains Junior High,3904827,7,8,OH,0,2,0,LONDON,MADISON,MIDDLE,187,2020-2021,Madison-Plains Local School District,Public,London,OH,1221,9/30/20,On Premises,Hybrid,Required for all staff,Required for all students,10/14/20,3904827,10/20/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Madison-Plains Elementary School,3904827,KG,3,OH,0,1,0,LONDON,MADISON,ELEMENTARY,379,2020-2021,Madison-Plains Local School District,Public,London,OH,1221,9/30/20,On Premises,Hybrid,Required for all staff,Required for all students,10/14/20,3904827,10/20/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Madison-Plains Intermediate School,3904827,4,6,OH,0,2,0,LONDON,MADISON,MIDDLE,295,2020-2021,Madison-Plains Local School District,Public,London,OH,1221,9/30/20,On Premises,Hybrid,Required for all staff,Required for all students,10/14/20,3904827,10/20/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,Manchester High School,3900537,7,12,OH,0,3,0,MANCHESTER,ADAMS,HIGH,374,2020-2021,Manchester Local School District,Public,Manchester,OH,932,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/13/21,3900537,8/26/20,Required for all staff,Required for all students,9/18/20
NA,3.90E+11,Manchester Elementary School,3900537,PK,6,OH,0,1,0,MANCHESTER,ADAMS,ELEMENTARY,505,2020-2021,Manchester Local School District,Public,Manchester,OH,932,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/13/21,3900537,8/26/20,Required for all staff,Required for all students,9/18/20
NA,3.91E+11,Manchester Middle School,3905000,5,8,OH,0,2,0,AKRON,SUMMIT,MIDDLE,387,2020-2021,Manchester Local School District,Public,New Franklin,OH,1426,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/16/20,3905000,9/2/20,Required for all staff,Required for all students,9/18/20
NA,3.91E+11,Manchester High School,3905000,9,12,OH,0,3,0,AKRON,SUMMIT,HIGH,459,2020-2021,Manchester Local School District,Public,New Franklin,OH,1426,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/16/20,3905000,9/2/20,Required for all staff,Required for all students,9/18/20
NA,3.91E+11,Nolley Elementary School,3905000,KG,4,OH,0,1,0,AKRON,SUMMIT,ELEMENTARY,483,2020-2021,Manchester Local School District,Public,New Franklin,OH,1426,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/16/20,3905000,9/2/20,Required for all staff,Required for all students,9/18/20
NA,3.90E+11,Malabar Intermediate School,3904429,3,6,OH,0,1,0,MANSFIELD,RICHLAND,ELEMENTARY,769,2020-2021,Mansfield City School District,Public,Mansfield,OH,4031,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/27/21,3904429,9/9/20,Required for all staff,Required for all students,10/19/20
NA,3.90E+11,Mansfield Middle School,3904429,7,8,OH,0,2,0,MANSFIELD,RICHLAND,MIDDLE,444,2020-2021,Mansfield City School District,Public,Mansfield,OH,4031,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/27/21,3904429,9/9/20,Required for all staff,Required for all students,10/19/20
NA,3.90E+11,Mansfield Senior High School,3904429,9,12,OH,0,3,0,MANSFIELD,RICHLAND,HIGH,875,2020-2021,Mansfield City School District,Public,Mansfield,OH,4031,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/27/21,3904429,9/9/20,Required for all staff,Required for all students,10/19/20
NA,3.90E+11,Prospect Elementary School,3904429,KG,3,OH,0,1,0,MANSFIELD,RICHLAND,ELEMENTARY,240,2020-2021,Mansfield City School District,Public,Mansfield,OH,4031,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/27/21,3904429,9/9/20,Required for all staff,Required for all students,10/19/20
NA,3.90E+11,Sherman Elementary School,3904429,KG,3,OH,0,1,0,MANSFIELD,RICHLAND,ELEMENTARY,448,2020-2021,Mansfield City School District,Public,Mansfield,OH,4031,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/27/21,3904429,9/9/20,Required for all staff,Required for all students,10/19/20
NA,3.90E+11,Woodland Elementary School,3904429,KG,3,OH,0,1,0,MANSFIELD,RICHLAND,ELEMENTARY,197,2020-2021,Mansfield City School District,Public,Mansfield,OH,4031,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/27/21,3904429,9/9/20,Required for all staff,Required for all students,10/19/20
NA,3.90E+11,Hedges/Mansfield City Alternative School,3904429,7,11,OH,0,4,0,MANSFIELD,RICHLAND,MIDDLE,15,2020-2021,Mansfield City School District,Public,Mansfield,OH,4031,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/27/21,3904429,9/9/20,Required for all staff,Required for all students,10/19/20
NA,3.90E+11,Mansfield Spanish Immersion School,3904429,PK,6,OH,0,1,0,MANSFIELD,RICHLAND,ELEMENTARY,239,2020-2021,Mansfield City School District,Public,Mansfield,OH,4031,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/27/21,3904429,9/9/20,Required for all staff,Required for all students,10/19/20
NA,3.90E+11,Milkovich Middle School,3904430,6,9,OH,0,2,0,MAPLE HEIGHTS,CUYAHOGA,MIDDLE,800,2020-2021,Maple Heights City School District,Public,Maple Heights,OH,3541,9/9/20,Online Only,Online Only,Required for all staff,Required for all students,1/15/21,3904430,9/9/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,Maple Heights High School,3904430,8,12,OH,0,3,0,MAPLE HEIGHTS,CUYAHOGA,HIGH,1057,2020-2021,Maple Heights City School District,Public,Maple Heights,OH,3541,9/9/20,Online Only,Online Only,Required for all staff,Required for all students,1/15/21,3904430,9/9/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,Barack Obama School,3904430,3,6,OH,0,1,0,MAPLE HEIGHTS,CUYAHOGA,ELEMENTARY,594,2020-2021,Maple Heights City School District,Public,Maple Heights,OH,3541,9/9/20,Online Only,Online Only,Required for all staff,Required for all students,1/15/21,3904430,9/9/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,Abraham Lincoln School,3904430,PK,1,OH,0,1,0,MAPLE HEIGHTS,CUYAHOGA,ELEMENTARY,554,2020-2021,Maple Heights City School District,Public,Maple Heights,OH,3541,9/9/20,Online Only,Online Only,Required for all staff,Required for all students,1/15/21,3904430,9/9/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,J.F. Kennedy School,3904430,2,3,OH,0,1,0,MAPLE HEIGHTS,CUYAHOGA,ELEMENTARY,545,2020-2021,Maple Heights City School District,Public,Maple Heights,OH,3541,9/9/20,Online Only,Online Only,Required for all staff,Required for all students,1/15/21,3904430,9/9/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,Mapleton High School,3904583,9,12,OH,0,3,0,ASHLAND,ASHLAND,HIGH,277,2020-2021,Mapleton Local Schools,Public,Ashland,OH,967,8/24/20,Online Only,On Premises,Required for all staff,Required for all students,12/22/20,3904583,8/26/20,Unknown,Required for high school students only,9/1/20
NA,3.90E+11,Mapleton Elementary School,3904583,PK,5,OH,0,1,0,ASHLAND,ASHLAND,ELEMENTARY,420,2020-2021,Mapleton Local Schools,Public,Ashland,OH,967,8/24/20,Online Only,On Premises,Required for all staff,Required for all students,12/22/20,3904583,8/26/20,Unknown,Required for high school students only,9/1/20
NA,3.90E+11,Mapleton Middle School,3904583,6,8,OH,0,2,0,ASHLAND,ASHLAND,MIDDLE,235,2020-2021,Mapleton Local Schools,Public,Ashland,OH,967,8/24/20,Online Only,On Premises,Required for all staff,Required for all students,12/22/20,3904583,8/26/20,Unknown,Required for high school students only,9/1/20
NA,3.91E+11,Maplewood High School,3905021,9,12,OH,0,3,0,CORTLAND,TRUMBULL,HIGH,313,2020-2021,Maplewood Local School District,Public,Cortland,OH,709,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/7/21,3905021,8/26/20,Required for all staff,Required for all students,10/16/20
NA,3.91E+11,Maplewood Middle School,3905021,5,8,OH,0,2,0,CORTLAND,TRUMBULL,NOT REPORTED,-999,2020-2021,Maplewood Local School District,Public,Cortland,OH,709,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/7/21,3905021,8/26/20,Required for all staff,Required for all students,10/16/20
NA,3.91E+11,Maplewood Elementary School,3905021,KG,4,OH,0,1,0,CORTLAND,TRUMBULL,ELEMENTARY,400,2020-2021,Maplewood Local School District,Public,Cortland,OH,709,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/7/21,3905021,8/26/20,Required for all staff,Required for all students,10/16/20
NA,3.90E+11,Margaretta High School,3904680,6,12,OH,0,4,0,CASTALIA,ERIE,HIGH,611,2020-2021,Margaretta Local School District,Public,Castalia,OH,2651,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/10/20,3904680,9/2/20,Required for all staff,Required for all students,9/10/20
NA,3.90E+11,Margaretta Elementary School,3904680,PK,5,OH,0,1,0,CASTALIA,ERIE,ELEMENTARY,547,2020-2021,Margaretta Local School District,Public,Castalia,OH,2651,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/10/20,3904680,9/2/20,Required for all staff,Required for all students,9/10/20
NA,3.90E+11,Mariemont Junior High School,3904431,7,8,OH,0,2,0,CINCINNATI,HAMILTON,MIDDLE,279,2020-2021,Mariemont City School District,Public,Cincinnati,OH,1715,8/26/20,On Premises,Hybrid,Required for all staff,Required for all students,10/29/20,3904431,8/26/20,Pending,Pending,8/29/20
NA,3.90E+11,Mariemont High School,3904431,9,12,OH,0,3,0,CINCINNATI,HAMILTON,HIGH,509,2020-2021,Mariemont City School District,Public,Cincinnati,OH,1715,8/26/20,On Premises,Hybrid,Required for all staff,Required for all students,10/29/20,3904431,8/26/20,Pending,Pending,8/29/20
NA,3.90E+11,Mariemont Elementary School,3904431,KG,6,OH,0,1,0,CINCINNATI,HAMILTON,ELEMENTARY,555,2020-2021,Mariemont City School District,Public,Cincinnati,OH,1715,8/26/20,On Premises,Hybrid,Required for all staff,Required for all students,10/29/20,3904431,8/26/20,Pending,Pending,8/29/20
NA,3.90E+11,Terrace Park Elementary School,3904431,KG,6,OH,0,1,0,TERRACE PARK,HAMILTON,ELEMENTARY,303,2020-2021,Mariemont City School District,Public,Cincinnati,OH,1715,8/26/20,On Premises,Hybrid,Required for all staff,Required for all students,10/29/20,3904431,8/26/20,Pending,Pending,8/29/20
NA,3.91E+11,Harmar Elementary School,3910019,KG,5,OH,0,1,0,MARIETTA,WASHINGTON,ELEMENTARY,250,2020-2021,Marietta City School District,Public,Marietta,OH,2886,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/20/20,3910019,8/26/20,Required for all staff,Required for all students,10/20/20
NA,3.91E+11,Marietta Middle School,3910019,6,8,OH,0,2,0,MARIETTA,WASHINGTON,MIDDLE,611,2020-2021,Marietta City School District,Public,Marietta,OH,2886,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/20/20,3910019,8/26/20,Required for all staff,Required for all students,10/20/20
NA,3.91E+11,Marietta High School,3910019,9,12,OH,0,3,0,MARIETTA,WASHINGTON,HIGH,790,2020-2021,Marietta City School District,Public,Marietta,OH,2886,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/20/20,3910019,8/26/20,Required for all staff,Required for all students,10/20/20
NA,3.91E+11,Phillips Elementary School,3910019,KG,5,OH,0,1,0,MARIETTA,WASHINGTON,ELEMENTARY,363,2020-2021,Marietta City School District,Public,Marietta,OH,2886,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/20/20,3910019,8/26/20,Required for all staff,Required for all students,10/20/20
NA,3.91E+11,Putnam Elementary School,3910019,KG,5,OH,0,1,0,MARIETTA,WASHINGTON,ELEMENTARY,244,2020-2021,Marietta City School District,Public,Marietta,OH,2886,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/20/20,3910019,8/26/20,Required for all staff,Required for all students,10/20/20
NA,3.91E+11,Washington Elementary School,3910019,KG,5,OH,0,1,0,MARIETTA,WASHINGTON,ELEMENTARY,309,2020-2021,Marietta City School District,Public,Marietta,OH,2886,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/20/20,3910019,8/26/20,Required for all staff,Required for all students,10/20/20
WASHINGTON,3.90E+11,George Washington Elementary School,3904433,PK,5,OH,0,1,0,MARION,MARION,ELEMENTARY,398,2020-2021,Marion City School District,Public,Marion,OH,4781,NA,Pending,Online Only,Pending,Pending,NA,3904433,NA,Required for All Staff,Required for middle/high school students only,9/1/20
HARDING HIGH SCHOOL,3.90E+11,Harding High School,3904433,9,12,OH,0,3,0,MARION,MARION,HIGH,985,2020-2021,Marion City School District,Public,Marion,OH,4781,NA,Pending,Online Only,Pending,Pending,NA,3904433,NA,Required for All Staff,Required for middle/high school students only,9/1/20
HARRISON,3.90E+11,Benjamin Harrison Elementary School,3904433,PK,5,OH,0,1,0,MARION,MARION,ELEMENTARY,467,2020-2021,Marion City School District,Public,Marion,OH,4781,NA,Pending,Online Only,Pending,Pending,NA,3904433,NA,Required for All Staff,Required for middle/high school students only,9/1/20
HAYES,3.90E+11,Rutherford B. Hayes Elementary School,3904433,PK,5,OH,0,1,0,MARION,MARION,ELEMENTARY,279,2020-2021,Marion City School District,Public,Marion,OH,4781,NA,Pending,Online Only,Pending,Pending,NA,3904433,NA,Required for All Staff,Required for middle/high school students only,9/1/20
TAFT,3.90E+11,William H. Taft Elementary School,3904433,PK,5,OH,0,1,0,MARION,MARION,ELEMENTARY,484,2020-2021,Marion City School District,Public,Marion,OH,4781,NA,Pending,Online Only,Pending,Pending,NA,3904433,NA,Required for All Staff,Required for middle/high school students only,9/1/20
GARFIELD,3.90E+11,James A. Garfield Elementary School,3904433,PK,5,OH,0,1,0,MARION,MARION,ELEMENTARY,408,2020-2021,Marion City School District,Public,Marion,OH,4781,NA,Pending,Online Only,Pending,Pending,NA,3904433,NA,Required for All Staff,Required for middle/high school students only,9/1/20
ULYSSES S. GRANT MIDDLE SCHOOL,3.90E+11,Ulysses S. Grant Middle School,3904433,6,8,OH,0,2,0,MARION,MARION,MIDDLE,866,2020-2021,Marion City School District,Public,Marion,OH,4781,NA,Pending,Online Only,Pending,Pending,NA,3904433,NA,Required for All Staff,Required for middle/high school students only,9/1/20
MCKINLEY,3.90E+11,William McKinley Elementary School,3904433,PK,5,OH,0,1,0,MARION,MARION,ELEMENTARY,443,2020-2021,Marion City School District,Public,Marion,OH,4781,NA,Pending,Online Only,Pending,Pending,NA,3904433,NA,Required for All Staff,Required for middle/high school students only,9/1/20
NA,3.91E+11,Marion Local Elementary School,3910031,KG,8,OH,0,1,0,MARIA STEIN,MERCER,ELEMENTARY,577,2020-2021,Marion Local School District,Public,Maria Stein,OH,842,8/26/20,Online Only,On Premises,Required for all staff,Required for all students,11/11/20,3910031,8/26/20,Pending,Pending,10/21/20
NA,3.91E+11,Marion Local High School,3910031,9,12,OH,0,3,0,MARIA STEIN,MERCER,HIGH,286,2020-2021,Marion Local School District,Public,Maria Stein,OH,842,8/26/20,Online Only,On Premises,Required for all staff,Required for all students,11/11/20,3910031,8/26/20,Pending,Pending,10/21/20
