SrcName,ncessch,schnam,leaid,gslo,gshi,STUSAB,openEnroll,level,MultiBdy,EXACT_CITY,COUNTY,LEVEL_,ENROLLMENT,SchoolYear,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment_1,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,District_nces,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate
NA,3.90E+11,Licking Heights North,3904800,5,5,OH,0,2,0,PATASKALA,LICKING,MIDDLE,414,2020-2021,Licking Heights Local School District,Public,Pataskala,OH,4710,8/31/20,Online Only,Hybrid,Required for all staff,Required for all students,10/7/20,3904800,9/2/20,Unknown,Required for middle/high school students only,9/1/20
NA,3.90E+11,Licking Valley Middle School,3904801,6,8,OH,0,2,0,NEWARK,LICKING,MIDDLE,469,2020-2021,Licking Valley Local District,Public,Newark,OH,2040,8/19/20,On Premises,Hybrid,Required for all staff,Required for all students,10/6/20,3904801,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Licking Valley High School,3904801,9,12,OH,0,3,0,NEWARK,LICKING,HIGH,597,2020-2021,Licking Valley Local District,Public,Newark,OH,2040,8/19/20,On Premises,Hybrid,Required for all staff,Required for all students,10/6/20,3904801,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Licking Valley Elementary School,3904801,KG,5,OH,0,1,0,NEWARK,LICKING,ELEMENTARY,944,2020-2021,Licking Valley Local District,Public,Newark,OH,2040,8/19/20,On Premises,Hybrid,Required for all staff,Required for all students,10/6/20,3904801,8/26/20,Required for all staff,Required for all students,9/15/20
North,3.90E+11,Lima North Middle School,3904422,5,8,OH,0,2,0,LIMA,ALLEN,MIDDLE,365,2020-2021,Lima City School District,Public,Lima,OH,4223,8/12/20,On Premises,On Premises,Required for all staff,Required for all students,10/2/20,3904422,8/18/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,Lima South Science-Technology Magnet K-8,3904422,KG,8,OH,0,1,0,LIMA,ALLEN,ELEMENTARY,170,2020-2021,Lima City School District,Public,Lima,OH,4223,8/12/20,On Premises,On Premises,Required for all staff,Required for all students,10/2/20,3904422,8/18/20,Required for all staff,Required for all students,10/2/20
West,3.90E+11,Lima West Middle School,3904422,7,8,OH,0,2,0,LIMA,ALLEN,MIDDLE,428,2020-2021,Lima City School District,Public,Lima,OH,4223,8/12/20,On Premises,On Premises,Required for all staff,Required for all students,10/2/20,3904422,8/18/20,Required for all staff,Required for all students,10/2/20
Unity,3.90E+11,Unity Elementary School,3904422,PK,4,OH,0,1,0,LIMA,ALLEN,ELEMENTARY,204,2020-2021,Lima City School District,Public,Lima,OH,4223,8/12/20,On Premises,On Premises,Required for all staff,Required for all students,10/2/20,3904422,8/18/20,Required for all staff,Required for all students,10/2/20
Freedom,3.90E+11,Freedom Elementary School,3904422,PK,4,OH,0,1,0,LIMA,ALLEN,ELEMENTARY,225,2020-2021,Lima City School District,Public,Lima,OH,4223,8/12/20,On Premises,On Premises,Required for all staff,Required for all students,10/2/20,3904422,8/18/20,Required for all staff,Required for all students,10/2/20
Heritage,3.90E+11,Heritage Elementary School,3904422,PK,4,OH,0,1,0,LIMA,ALLEN,ELEMENTARY,433,2020-2021,Lima City School District,Public,Lima,OH,4223,8/12/20,On Premises,On Premises,Required for all staff,Required for all students,10/2/20,3904422,8/18/20,Required for all staff,Required for all students,10/2/20
Independence,3.90E+11,Independence Elementary School,3904422,PK,5,OH,0,1,0,LIMA,ALLEN,ELEMENTARY,337,2020-2021,Lima City School District,Public,Lima,OH,4223,8/12/20,On Premises,On Premises,Required for all staff,Required for all students,10/2/20,3904422,8/18/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,Liberty Arts Magnet K-8,3904422,KG,8,OH,0,1,0,LIMA,ALLEN,ELEMENTARY,415,2020-2021,Lima City School District,Public,Lima,OH,4223,8/12/20,On Premises,On Premises,Required for all staff,Required for all students,10/2/20,3904422,8/18/20,Required for all staff,Required for all students,10/2/20
Lima Senior,3.90E+11,Lima Senior High School,3904422,9,12,OH,0,3,0,LIMA,ALLEN,HIGH,1048,2020-2021,Lima City School District,Public,Lima,OH,4223,8/12/20,On Premises,On Premises,Required for all staff,Required for all students,10/2/20,3904422,8/18/20,Required for all staff,Required for all students,10/2/20
NA,3.91E+11,Lincolnview Jr/Sr High School,3910022,7,12,OH,0,3,0,VAN WERT,VAN WERT,HIGH,386,2020-2021,Lincolnview Local School District,Public,Van Wert,OH,889,8/24/20,On Premises,On Premises,Required for all staff,Required for all students,10/20/20,3910022,8/26/20,Required for all staff,Required for all students,9/30/20
NA,3.91E+11,Lincolnview Elementary School,3910022,KG,6,OH,0,1,0,VAN WERT,VAN WERT,ELEMENTARY,438,2020-2021,Lincolnview Local School District,Public,Van Wert,OH,889,8/24/20,On Premises,On Premises,Required for all staff,Required for all students,10/20/20,3910022,8/26/20,Required for all staff,Required for all students,9/30/20
NA,3.90E+11,David Anderson Jr/Sr High School,3904545,6,12,OH,0,4,0,LISBON,COLUMBIANA,HIGH,454,2020-2021,Lisbon Exempted Village Schools,Public,Lisbon,OH,900,8/24/20,Hybrid,Online Only,Required for all staff,Required for all students,1/4/21,3904545,8/26/20,Required for all staff,Required for all students,9/11/20
NA,3.90E+11,McKinley Elementary School,3904545,PK,5,OH,0,1,0,LISBON,COLUMBIANA,ELEMENTARY,440,2020-2021,Lisbon Exempted Village Schools,Public,Lisbon,OH,900,8/24/20,Hybrid,Online Only,Required for all staff,Required for all students,1/4/21,3904545,8/26/20,Required for all staff,Required for all students,9/11/20
NA,3.91E+11,Little Miami Intermediate Middle School,3905044,5,7,OH,0,2,0,MAINEVILLE,WARREN,MIDDLE,738,2020-2021,Little Miami Local School District,Public,Maineville,OH,4901,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/5/21,3905044,8/26/20,Pending,Pending,8/28/20
NA,3.91E+11,Hamilton-Maineville Elementary School,3905044,KG,2,OH,0,1,0,MAINEVILLE,WARREN,ELEMENTARY,493,2020-2021,Little Miami Local School District,Public,Maineville,OH,4901,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/5/21,3905044,8/26/20,Pending,Pending,8/28/20
NA,3.91E+11,Little Miami High School,3905044,9,12,OH,0,3,0,MORROW,WARREN,HIGH,1253,2020-2021,Little Miami Local School District,Public,Maineville,OH,4901,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/5/21,3905044,8/26/20,Pending,Pending,8/28/20
NA,3.91E+11,Little Miami Junior High School,3905044,7,8,OH,0,2,0,MORROW,WARREN,MIDDLE,754,2020-2021,Little Miami Local School District,Public,Maineville,OH,4901,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/5/21,3905044,8/26/20,Pending,Pending,8/28/20
NA,3.91E+11,SalemTownship Elementary School,3905044,KG,4,OH,0,1,1,MORROW,WARREN,ELEMENTARY,1261,2020-2021,Little Miami Local School District,Public,Maineville,OH,4901,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/5/21,3905044,8/26/20,Pending,Pending,8/28/20
NA,3.91E+11,Harlan-Butlerville Elementary School,3905044,PK,2,OH,0,1,0,BLANCHESTER,WARREN,ELEMENTARY,253,2020-2021,Little Miami Local School District,Public,Maineville,OH,4901,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/5/21,3905044,8/26/20,Pending,Pending,8/28/20
NA,3.90E+11,Lockland Elementary School,3904423,PK,6,OH,0,1,0,LOCKLAND,HAMILTON,ELEMENTARY,253,2020-2021,Lockland School District,Public,Cincinnati,OH,600,9/2/20,Hybrid,Unknown,Required for all staff,Required for all students,10/13/20,3904423,9/2/20,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,Lockland High School,3904423,9,12,OH,0,3,0,LOCKLAND,HAMILTON,HIGH,168,2020-2021,Lockland School District,Public,Cincinnati,OH,600,9/2/20,Hybrid,Unknown,Required for all staff,Required for all students,10/13/20,3904423,9/2/20,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,Lockland Middle School,3904423,7,8,OH,0,2,0,LOCKLAND,HAMILTON,MIDDLE,67,2020-2021,Lockland School District,Public,Cincinnati,OH,600,9/2/20,Hybrid,Unknown,Required for all staff,Required for all students,10/13/20,3904423,9/2/20,Required for All Staff,Required for all students,9/1/20
NA,3.90E+11,George Mcdowell-Exchange Middle School,3904908,5,8,OH,0,2,0,CIRCLEVILLE,PICKAWAY,MIDDLE,298,2020-2021,Logan Elm Local School District,Public,Circleville,OH,2050,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904908,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Laurelville Elementary School,3904908,PK,4,OH,0,1,0,LAURELVILLE,HOCKING,ELEMENTARY,255,2020-2021,Logan Elm Local School District,Public,Circleville,OH,2050,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904908,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Logan Elm High School,3904908,9,12,OH,0,3,0,CIRCLEVILLE,PICKAWAY,HIGH,559,2020-2021,Logan Elm Local School District,Public,Circleville,OH,2050,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904908,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Pickaway Elementary School,3904908,KG,4,OH,0,1,0,CIRCLEVILLE,PICKAWAY,ELEMENTARY,189,2020-2021,Logan Elm Local School District,Public,Circleville,OH,2050,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904908,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Salt Creek Intermediate School,3904908,5,6,OH,0,2,0,KINGSTON,PICKAWAY,MIDDLE,262,2020-2021,Logan Elm Local School District,Public,Circleville,OH,2050,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904908,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Washington Elementary School,3904908,KG,4,OH,0,1,0,CIRCLEVILLE,PICKAWAY,ELEMENTARY,213,2020-2021,Logan Elm Local School District,Public,Circleville,OH,2050,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904908,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Logan-Hocking Middle School,3904424,5,8,OH,0,2,0,LOGAN,HOCKING,MIDDLE,1151,2020-2021,Logan-Hocking Local School District,Public,Logan,OH,3794,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904424,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Green Elementary School,3904424,PK,4,OH,0,1,0,LOGAN,HOCKING,ELEMENTARY,295,2020-2021,Logan-Hocking Local School District,Public,Logan,OH,3794,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904424,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Logan High School,3904424,9,12,OH,0,3,0,LOGAN,HOCKING,HIGH,1151,2020-2021,Logan-Hocking Local School District,Public,Logan,OH,3794,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904424,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Union Furnace Elementary School,3904424,PK,4,OH,0,1,0,UNION FURNACE,HOCKING,ELEMENTARY,221,2020-2021,Logan-Hocking Local School District,Public,Logan,OH,3794,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904424,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Chieftain Elementary School,3904424,PK,4,OH,0,1,0,LOGAN,HOCKING,ELEMENTARY,377,2020-2021,Logan-Hocking Local School District,Public,Logan,OH,3794,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904424,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Hocking Hills Elementary School,3904424,PK,4,OH,0,1,0,LOGAN,HOCKING,ELEMENTARY,155,2020-2021,Logan-Hocking Local School District,Public,Logan,OH,3794,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904424,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,Central Elementary School,3904424,PK,4,OH,0,1,0,LOGAN,HOCKING,ELEMENTARY,433,2020-2021,Logan-Hocking Local School District,Public,Logan,OH,3794,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/15/20,3904424,8/26/20,Required for all staff,Required for all students,9/15/20
NA,3.90E+11,London High School,3904425,9,12,OH,0,3,0,LONDON,MADISON,HIGH,594,2020-2021,London City School District,Public,London,OH,2180,NA,Pending,Other,Pending,Pending,NA,3904425,NA,Unknown,Required for middle/high school students only,9/1/20
NA,3.90E+11,London MIddle School,3904425,6,8,OH,0,2,0,LONDON,MADISON,MIDDLE,483,2020-2021,London City School District,Public,London,OH,2180,NA,Pending,Other,Pending,Pending,NA,3904425,NA,Unknown,Required for middle/high school students only,9/1/20
NA,3.90E+11,London Elementary School,3904425,PK,5,OH,0,1,0,LONDON,MADISON,ELEMENTARY,1039,2020-2021,London City School District,Public,London,OH,2180,NA,Pending,Other,Pending,Pending,NA,3904425,NA,Unknown,Required for middle/high school students only,9/1/20
Hawthorne Elementary,3.90E+11,Hawthorne Elementary School,3904426,KG,6,OH,0,1,0,LORAIN,LORAIN,ELEMENTARY,272,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Admiral Ernest J. King Elementary,3.90E+11,Admiral King Elementary School,3904426,KG,6,OH,0,1,0,LORAIN,LORAIN,ELEMENTARY,281,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Larkmoor Elementary,3.90E+11,Larkmoor Elementary School,3904426,PK,6,OH,0,1,0,LORAIN,LORAIN,ELEMENTARY,406,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Stevan Dohanos Elementary,3.90E+11,Stevan Dohanos Elementary School,3904426,KG,6,OH,0,1,0,LORAIN,LORAIN,ELEMENTARY,365,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Washington Elementary,3.90E+11,Washington Elementary School,3904426,KG,6,OH,0,1,0,LORAIN,LORAIN,ELEMENTARY,276,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Frank Jacinto Elementary,3.90E+11,Frank Jacinto Elementary,3904426,PK,6,OH,0,1,0,LORAIN,LORAIN,ELEMENTARY,326,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
General Johnnie Wilson Middle,3.90E+11,General Johnnie Wilson Middle School,3904426,7,8,OH,0,2,0,LORAIN,LORAIN,MIDDLE,479,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Longfellow Middle,3.90E+11,Longfellow Middle School,3904426,6,8,OH,0,2,0,LORAIN,LORAIN,MIDDLE,387,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Garfield Elementary,3.90E+11,Garfield Elementary School,3904426,PK,6,OH,0,1,0,LORAIN,LORAIN,ELEMENTARY,261,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Palm Elementary,3.90E+11,Palm Elementary School,3904426,KG,6,OH,0,1,0,LORAIN,LORAIN,ELEMENTARY,269,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Lorain High School,3.90E+11,Lorain High School,3904426,9,12,OH,0,3,0,LORAIN,LORAIN,HIGH,2001,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Toni Morrison Elementary,3.90E+11,Toni Wofford Morrison ES,3904426,PK,6,OH,0,1,0,LORAIN,LORAIN,ELEMENTARY,298,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Helen Steiner Rice Elementary,3.90E+11,Helen Steiner Rice ES,3904426,PK,6,OH,0,1,0,LORAIN,LORAIN,ELEMENTARY,298,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Credit Recovery Academy,3.90E+11,Credit Recovery Academy,3904426,9,12,OH,0,3,0,LORAIN,LORAIN,NOT REPORTED,-999,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
New Beginnings,3.90E+11,New Beginnings,3904426,7,12,OH,0,3,0,LORAIN,LORAIN,HIGH,172,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Not provided,3.90E+11,Unassigned,3904426,KG,5,OH,0,1,0,NA,NA,NA,NA,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Not provided,3.90E+11,Unassigned,3904426,6,8,OH,0,2,0,NA,NA,NA,NA,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
Not provided,3.90E+11,Unassigned,3904426,9,12,OH,0,3,0,NA,NA,NA,NA,2020-2021,Lorain City Schools,Public,Lorain,OH,6292,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/11/21,3904426,9/9/20,Required for all staff,Required for all students,1/11/21
NA,3.91E+11,Lordstown Elementary School,3905020,KG,6,OH,0,1,0,WARREN,TRUMBULL,ELEMENTARY,255,2020-2021,Lordstown Local School District,Public,Warren,OH,475,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,1/25/21,3905020,9/9/20,Required for all staff,Required for all students,1/25/21
NA,3.91E+11,Lordstown High School,3905020,7,12,OH,0,3,0,WARREN,TRUMBULL,HIGH,235,2020-2021,Lordstown Local School District,Public,Warren,OH,475,9/8/20,On Premises,On Premises,Required for all staff,Required for all students,1/25/21,3905020,9/9/20,Required for all staff,Required for all students,1/25/21
NA,3.90E+11,Budd Elementary School,3904546,4,6,OH,0,2,0,LOUDONVILLE,ASHLAND,MIDDLE,241,2020-2021,Loudonville-Perrysville School District,Public,Loudonville,OH,1067,9/9/20,Other,Other,Required for all staff,Required for all students,9/25/20,3904546,9/9/20,Required for all staff,Required for all students,9/25/20
NA,3.90E+11,Loudonville High School,3904546,7,12,OH,0,3,0,LOUDONVILLE,ASHLAND,HIGH,383,2020-2021,Loudonville-Perrysville School District,Public,Loudonville,OH,1067,9/9/20,Other,Other,Required for all staff,Required for all students,9/25/20,3904546,9/9/20,Required for all staff,Required for all students,9/25/20
NA,3.90E+11,McMullen Elementary School,3904546,KG,3,OH,0,1,0,LOUDONVILLE,ASHLAND,ELEMENTARY,298,2020-2021,Loudonville-Perrysville School District,Public,Loudonville,OH,1067,9/9/20,Other,Other,Required for all staff,Required for all students,9/25/20,3904546,9/9/20,Required for all staff,Required for all students,9/25/20
NA,3.90E+11,Loudonville Junior High School,3904546,7,8,OH,0,2,0,LOUDONVILLE,ASHLAND,MIDDLE,136,2020-2021,Loudonville-Perrysville School District,Public,Loudonville,OH,1067,9/9/20,Other,Other,Required for all staff,Required for all students,9/25/20,3904546,9/9/20,Required for all staff,Required for all students,9/25/20
NA,3.90E+11,Louisville Elementary School,3904987,KG,5,OH,2,1,0,LOUISVILLE,STARK,ELEMENTARY,1037,2020-2021,Louisville City School District,Public,Louisville,OH,3010,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3904987,8/26/20,Required for all staff,Required for all students,9/16/20
NA,3.90E+11,Louisville High School,3904987,9,12,OH,2,3,0,LOUISVILLE,STARK,HIGH,850,2020-2021,Louisville City School District,Public,Louisville,OH,3010,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3904987,8/26/20,Required for all staff,Required for all students,9/16/20
NA,3.90E+11,Louisville Middle School,3904987,6,8,OH,2,2,0,LOUISVILLE,STARK,MIDDLE,680,2020-2021,Louisville City School District,Public,Louisville,OH,3010,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3904987,8/26/20,Required for all staff,Required for all students,9/16/20
NA,3.90E+11,North Nimishillen Elementary School,3904987,PK,2,OH,2,1,0,LOUISVILLE,STARK,ELEMENTARY,280,2020-2021,Louisville City School District,Public,Louisville,OH,3010,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3904987,8/26/20,Required for all staff,Required for all students,9/16/20
NA,3.90E+11,Loveland Elementary School,3904427,3,4,OH,0,1,0,LOVELAND,HAMILTON,ELEMENTARY,694,2020-2021,Loveland City School District,Public,Loveland,OH,4801,NA,Pending,Online Only,Pending,Pending,NA,3904427,NA,Required for All Staff,Required for high school students only,9/1/20
NA,3.90E+11,Loveland Early Childhood Center,3904427,PK,1,OH,0,1,0,LOVELAND,CLERMONT,ELEMENTARY,495,2020-2021,Loveland City School District,Public,Loveland,OH,4801,NA,Pending,Online Only,Pending,Pending,NA,3904427,NA,Required for All Staff,Required for high school students only,9/1/20
NA,3.90E+11,Loveland High School,3904427,9,12,OH,0,3,0,LOVELAND,HAMILTON,HIGH,1443,2020-2021,Loveland City School District,Public,Loveland,OH,4801,NA,Pending,Online Only,Pending,Pending,NA,3904427,NA,Required for All Staff,Required for high school students only,9/1/20
NA,3.90E+11,Loveland Primary School,3904427,1,2,OH,0,1,0,LOVELAND,HAMILTON,ELEMENTARY,522,2020-2021,Loveland City School District,Public,Loveland,OH,4801,NA,Pending,Online Only,Pending,Pending,NA,3904427,NA,Required for All Staff,Required for high school students only,9/1/20
NA,3.90E+11,Loveland Middle School,3904427,7,8,OH,0,2,0,LOVELAND,HAMILTON,MIDDLE,739,2020-2021,Loveland City School District,Public,Loveland,OH,4801,NA,Pending,Online Only,Pending,Pending,NA,3904427,NA,Required for All Staff,Required for high school students only,9/1/20
NA,3.90E+11,Loveland Intermediate School,3904427,5,6,OH,0,2,0,LOVELAND,HAMILTON,MIDDLE,741,2020-2021,Loveland City School District,Public,Loveland,OH,4801,NA,Pending,Online Only,Pending,Pending,NA,3904427,NA,Required for All Staff,Required for high school students only,9/1/20
NA,3.90E+11,Lowellville Elementary School,3904833,KG,6,OH,0,1,0,LOWELLVILLE,MAHONING,ELEMENTARY,263,2020-2021,Lowellville School District,Public,Lowellville,OH,585,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/29/20,3904833,8/26/20,Required for all staff,Required for all students,10/29/20
NA,3.90E+11,Lowellville High School,3904833,7,12,OH,0,3,0,LOWELLVILLE,MAHONING,HIGH,262,2020-2021,Lowellville School District,Public,Lowellville,OH,585,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/29/20,3904833,8/26/20,Required for all staff,Required for all students,10/29/20
NA,3.90E+11,Lucas Elementary School,3904944,KG,5,OH,0,1,0,LUCAS,RICHLAND,ELEMENTARY,230,2020-2021,Lucas Local School District,Public,Lucas,OH,537,8/24/20,Online Only,Online Only,Unknown,Required for all students,12/16/20,3904944,8/26/20,Not Required,Required for high school students only,9/1/20
NA,3.90E+11,Lucas High School,3904944,8,12,OH,0,3,0,LUCAS,RICHLAND,HIGH,176,2020-2021,Lucas Local School District,Public,Lucas,OH,537,8/24/20,Online Only,Online Only,Unknown,Required for all students,12/16/20,3904944,8/26/20,Not Required,Required for high school students only,9/1/20
NA,3.90E+11,Lucas Heritage Middle School,3904944,6,7,OH,0,2,0,LUCAS,RICHLAND,MIDDLE,102,2020-2021,Lucas Local School District,Public,Lucas,OH,537,8/24/20,Online Only,Online Only,Unknown,Required for all students,12/16/20,3904944,8/26/20,Not Required,Required for high school students only,9/1/20
NA,3.90E+11,Lynchburg-Clay High School,3904763,7,12,OH,0,3,0,LYNCHBURG,HIGHLAND,HIGH,341,2020-2021,Lynchburg-Clay Local School District,Public,Lynchburg,OH,1209,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3904763,8/26/20,Required for all staff,Required for all students,9/30/20
NA,3.90E+11,Lynchburg-Clay Elementary School,3904763,PK,5,OH,0,1,0,LYNCHBURG,HIGHLAND,ELEMENTARY,546,2020-2021,Lynchburg-Clay Local School District,Public,Lynchburg,OH,1209,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3904763,8/26/20,Required for all staff,Required for all students,9/30/20
NA,3.90E+11,Lynchburg-Clay Middle School,3904763,6,8,OH,0,2,0,LYNCHBURG,HIGHLAND,MIDDLE,275,2020-2021,Lynchburg-Clay Local School District,Public,Lynchburg,OH,1209,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3904763,8/26/20,Required for all staff,Required for all students,9/30/20
NA,3.90E+11,Madeira Elementary School,3904428,PK,4,OH,0,1,0,CINCINNATI,HAMILTON,ELEMENTARY,602,2020-2021,Madeira City School District,Public,Cincinnati,OH,1517,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904428,8/26/20,Required for all staff,Required for all students,10/6/20
NA,3.90E+11,Madeira High School,3904428,9,12,OH,0,3,0,CINCINNATI,HAMILTON,HIGH,429,2020-2021,Madeira City School District,Public,Cincinnati,OH,1517,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904428,8/26/20,Required for all staff,Required for all students,10/6/20
NA,3.90E+11,Madeira Middle School,3904428,5,8,OH,0,2,0,MADEIRA,HAMILTON,MIDDLE,463,2020-2021,Madeira City School District,Public,Cincinnati,OH,1517,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/6/20,3904428,8/26/20,Required for all staff,Required for all students,10/6/20
NA,3.90E+11,Madison High School,3904788,9,12,OH,0,3,0,MADISON,LAKE,HIGH,950,2020-2021,Madison Local School District,Public,Madison,OH,3421,8/24/20,Hybrid,On Premises,Required for all staff,Required for all students,1/15/21,3904788,8/26/20,Pending,Pending,8/29/20
NA,3.90E+11,North Elementary School,3904788,KG,5,OH,0,1,0,MADISON,LAKE,ELEMENTARY,625,2020-2021,Madison Local School District,Public,Madison,OH,3421,8/24/20,Hybrid,On Premises,Required for all staff,Required for all students,1/15/21,3904788,8/26/20,Pending,Pending,8/29/20
